,x_m,y_m,c
234,81.53478007,-22.10646491,0.002156269908368237
235,81.54085649,-22.4705289,0.002082176054216062
236,81.54720791,-22.83453132,0.0020064464420158894
237,81.55382429,-23.19847894,0.0019302127257630225
238,81.56069554999999,-23.56237854,0.0018546636282354267
239,81.56781173,-23.92623712,0.0017786815074316697
240,81.57516283,-24.29006137,0.0017016060360590297
241,81.58273873,-24.65385815,0.0016260412322715244
242,81.59052953,-25.01763432,0.0015489848980045147
243,81.59852515,-25.38139671,0.0014721153076463487
244,81.60671555,-25.7451521,0.0013961031820035837
245,81.61509081999999,-26.10890735,0.0013183222219712255
246,81.62364083,-26.47266937,0.0012415469658147852
247,81.63235559,-26.83644488,0.001165358004305882
248,81.6412252,-27.20024072,0.0010867691663889085
249,81.65023945,-27.56406373,0.0010109073831530168
250,81.65938849999999,-27.92792085,0.0008220035027633153
251,81.66864752,-28.29181856,0.00037753458788123464
252,81.67785764,-28.65576152,0.0021183418672521314
253,81.68678809,-29.01975315,0.0038647974418955532
254,81.69520723,-29.3837971,0.005608259760494639
255,81.70288369,-29.74789673,0.007352350723140179
256,81.7095859,-30.11205567,0.009094843975222082
257,81.71508236,-30.47627742,0.010836629420313196
258,81.71914149,-30.84056533,0.012575597349606353
259,81.72153186,-31.20492306,0.014313266614018195
260,81.7220219,-31.56935409,0.016046711268552862
261,81.72038017999999,-31.93386192,0.0177770996548148
262,81.71637511,-32.29844998,0.01951597807475859
263,81.70977324,-32.66312082,0.022137254164770442
264,81.70022449999999,-33.02781607,0.026154160726712526
265,81.68719732,-33.39238263,0.030325441179542088
266,81.67014438,-33.75665918,0.03453783625733068
267,81.64851844,-34.12048439,0.038795932375249836
268,81.62177219,-34.483697060000004,0.043098291473400496
269,81.58935846,-34.846135790000005,0.047442686463058846
270,81.55072993,-35.207639410000006,0.05181919413080551
271,81.5053393,-35.56804658,0.05621272752790552
272,81.45263938,-35.927196040000005,0.06060432454155284
273,81.39208295,-36.28492646,0.06496830560903372
274,81.32312261999999,-36.64107658,0.06926926819753153
275,81.24521113,-36.99548508,0.07331037636807883
276,81.15782276,-37.34799041,0.07408897332997814
277,81.06086313,-37.698424810000006,0.07195574584956649
278,80.95463741,-38.04661466,0.06977576274512312
279,80.83946623,-38.39238636,0.0676764973500464
280,80.71566985,-38.73556622,0.06566298011672968
281,80.58356866,-39.07598043,0.06374123476097963
282,80.44348321,-39.41345527,0.0619196883406004
283,80.29573377,-39.74781703,0.06019887423083559
284,80.14064078999999,-40.07889207,0.05858382796335288
285,79.9785247,-40.40650659,0.05707554415948299
286,79.80970596,-40.73048688,0.055677177481426074
287,79.63450482,-41.050659280000005,0.05438711959750662
288,79.45324176999999,-41.36685009,0.05336671830026932
289,79.26618226,-41.678935120000006,0.052824692656385404
290,79.07344112999999,-41.986926270000005,0.0523125041599487
291,78.87510772,-42.290858580000005,0.05175295299009051
292,78.67127108,-42.5907671,0.051146778978049076
293,78.46202045999999,-42.88668681,0.050498276019438966
294,78.24744506,-43.17865283,0.049811741653763036
295,78.02763408,-43.466700200000005,0.049090477488316624
296,77.80267676,-43.75086392,0.048338197475970256
297,77.57266231999999,-44.03117902,0.04755952583364709
298,77.33767985,-44.30768048,0.04675479325643066
299,77.09781862999999,-44.5804035,0.045931742998866466
300,76.85316777,-44.84938305,0.045097075096119606
301,76.60381654,-45.11465288,0.044715875407078554
302,76.34984699,-45.37616576,0.04509238956260624
303,76.09133059999999,-45.63374564,0.045585698184065326
304,75.82833762,-45.88720497,0.04612890216566351
305,75.56093851,-46.1363561,0.04672170663745813
306,75.28920358,-46.38101155,0.04736423023176145
307,75.01320317,-46.62098368,0.04805456085129826
308,74.73300772,-46.85608484,0.04879126990062804
309,74.44868756,-47.08612764,0.04957634826732996
310,74.160313,-47.31092435,0.05040516412169127
311,73.86795444,-47.53028742,0.05127764993833272
312,73.57168227,-47.74402934,0.052193401487394535
313,73.2715668,-47.9519625,0.053148772217294964
314,72.96767851,-48.15389932,0.05414397281794569
315,72.66008762,-48.349652170000006,0.055173017286675785
316,72.34886454,-48.539033630000006,0.056237645047852836
317,72.03407966,-48.72185592,0.057329948666896606
318,71.71580336,-48.89793162,0.05845077707714464
319,71.3941059,-49.06707303,0.05959097689580989
320,71.0690578,-49.22909272,0.060751360972241306
321,70.74072932,-49.383802980000006,0.06192181329567264
322,70.40919084,-49.53101634,0.06309954301455505
323,70.07451268,-49.67054521,0.06427733278463402
324,69.73676531,-49.80220191,0.06544748413709028
325,69.39601896,-49.925798920000005,0.06660116562077198
326,69.05234412,-50.04114885,0.0667932261211056
327,68.70584628,-50.14818267,0.06431087741799088
328,68.35672969,-50.24716549,0.061351738074611126
329,68.00521603,-50.33842121,0.058401921668751064
330,67.65152704,-50.42227343,0.05547273805979118
331,67.29588429,-50.499045980000005,0.05257741006174031
332,66.93850962,-50.56906262,0.04972496386836274
333,66.57962445,-50.632647170000006,0.046922554258933186
334,66.21945068,-50.690123230000005,0.04417138228455251
335,65.85820983,-50.74181472,0.04147689691505364
336,65.49612363,-50.78804531,0.03883699553297617
337,65.13341382,-50.82913876,0.036251176351214554
338,64.77030193,-50.86541881,0.03370900234099843
339,64.40699678,-50.89721119,0.031136219398829892
340,64.04358016,-50.92486028,0.028514761573929546
341,63.68006187,-50.94872102,0.02587176269427418
342,63.31645112,-50.96914856,0.023213884151969955
343,62.95275672,-50.98649808,0.020546382710430747
344,62.58898792,-51.00112465,0.017871623962126805
345,62.225153680000005,-51.013383430000005,0.015193330146737205
346,61.86126297,-51.02362952,0.012513059866473643
347,61.49732497,-51.03221801,0.009831244594703716
348,61.13334856,-51.03950411,0.007150208743142864
349,60.76934294,-51.04584293,0.004469333579113233
350,60.40531713,-51.05158962,0.0017899969962058228
351,60.0412801,-51.05709919,0.0005487657036716949
352,59.67723979,-51.06268156,0.0011046565781392516
353,59.3131981,-51.068410400000005,0.001078174092983211
354,58.94915524,-51.074282200000006,0.001052404404999643
355,58.58511106,-51.08029355,0.0010264493736636977
356,58.22106573000001,-51.08644101,0.0010006884586830733
357,57.85701915,-51.09272117,0.0009753398966547244
358,57.49297148,-51.09913067,0.0009483888331960237
359,57.128922720000006,-51.10566594,0.0009231082077206938
360,56.76487294,-51.112323630000006,0.0008972051651975918
361,56.40082206,-51.11910031,0.0008708849221240502
362,56.03677024,-51.12599249,0.0008455129308183093
363,55.6727174,-51.13299681,0.0008191940022616773
364,55.30866368,-51.14010978,0.0007939139216684251
365,54.94460909,-51.147328050000006,0.0007674257859567928
366,54.58055362,-51.15464811,0.0007416207627604203
367,54.21649728,-51.162066540000005,0.0007158485547948062
368,53.85244028,-51.16957992,0.0006905532563005208
369,53.488382490000006,-51.1771849,0.0006635529634089454
370,53.12432396,-51.1848779,0.0006383704534732115
371,52.76026478,-51.19265558,0.000612419489183294
372,52.39620494,-51.2005145,0.0005867107707195121
373,52.03214452,-51.20845125,0.0005602348234900364
374,51.66808351,-51.216462320000005,0.0005350585108128403
375,51.304022,-51.22454437,0.0005085835153847702
376,50.93995997,-51.23269389,0.0004828068252609123
377,50.57589751,-51.24090746,0.00045754216608180035
378,50.21183461,-51.24918173,0.0004312264518673883
379,49.84777128,-51.25751321,0.0004053095972439941
380,49.48370765,-51.26589846,0.0003795116780838013
381,49.11964366,-51.27433406,0.0003537495819887168
382,48.75557945,-51.28281659,0.00032795161484321014
383,48.39151495,-51.29134263,0.0003014251765313076
384,48.02745023,-51.29990866,0.00027633194945126245
385,47.66338536000001,-51.30851135,0.0002504623887507017
386,47.29932028,-51.31714727,0.000224112286002884
387,46.93525519000001,-51.32581292,0.00019883439146647003
388,46.57118996,-51.33450495,0.00017247470503595517
389,46.20712473,-51.343219860000005,0.000146617964076814
390,45.8430595,-51.35195422,0.00012083690116283079
391,45.47899427,-51.36070461,9.508150290702034e-05
392,45.11492918,-51.36946761,6.981771792802582e-05
393,44.75086417,-51.37823987,4.284386400682603e-05
394,44.38679931,-51.38701781,1.758930450852941e-05
395,44.02273459,-51.395798080000006,8.78145073820453e-06
396,43.65867008000001,-51.40457718,3.341489666181739e-05
397,43.29460587,-51.41335184,6.032814299240747e-05
398,42.930541950000006,-51.42211849,8.625802661833898e-05
399,42.56647833,-51.430873690000006,0.00011143980224838152
400,42.20241499,-51.4396141,0.00013831057460463617
401,41.83835216,-51.44833615,0.00016200725759264338
402,41.4742897,-51.4570367,0.00017458499355959366
403,41.11022768,-51.465714080000005,0.00017021590963486164
404,40.74616609,-51.47436887,0.00016576776548403492
405,40.382104940000005,-51.48300166,0.00016314305216324308
406,40.01804416,-51.491612800000006,0.00015808272040447957
407,39.65398381,-51.50020296,0.00015431283088508384
408,39.289923900000005,-51.50877264,0.00014988032229968775
409,38.92586435,-51.51732243,0.00014612432877577172
410,38.56180509,-51.525852830000005,0.00014270461002736988
411,38.19774628,-51.53436429,0.00013782299562423343
412,37.83368782,-51.54285746,0.0001339755545066235
413,37.46962973,-51.55133285,0.00012961610778407942
414,37.10557194,-51.55979104,0.0001262156041246055
415,36.7415145,-51.568232480000006,0.00012200326378906944
416,36.37745736,-51.57665773,0.00011801000966875866
417,36.01340051,-51.58506732,0.00011309811147060099
418,35.64934402,-51.5934619,0.00011040724235493013
419,35.28528776,-51.601841830000005,0.00010541117980139084
420,34.92123185,-51.61020777,0.00010158754212902836
421,34.557176170000005,-51.61856023,9.774647217444194e-05
422,34.1931207,-51.62689972,9.327118898390509e-05
423,33.8290656,-51.63522683,8.961704849925814e-05
424,33.46501064,-51.64354205,8.559405971895086e-05
425,33.10095598,-51.651845910000006,8.184026455347943e-05
426,32.73690153,-51.66013891,7.6862925453107e-05
427,32.372847300000004,-51.66842171,7.309184154189488e-05
428,32.0087933,-51.67669481,6.970283141105764e-05
429,31.64473951,-51.68495866,6.473905681915353e-05
430,31.28068586,-51.693213920000005,6.155733473042737e-05
431,30.91663244,-51.70146101,5.704925739123933e-05
432,30.55257916,-51.70970053,5.275194021550043e-05
433,30.18852602,-51.71793305,4.941939703162579e-05
434,29.82447311,-51.72615901,4.5075602030153565e-05
435,29.46042026,-51.73437899,4.053499769969203e-05
436,29.09636757,-51.742593590000006,3.744900948692584e-05
437,28.73231501,-51.75080322,3.231714294704772e-05
438,28.36826261,-51.759008560000005,2.9090513764296904e-05
439,28.00421028,-51.76721004,2.4189879720156278e-05
440,27.64015802,-51.77540831,2.138841381590389e-05
441,27.2761059,-51.78360374,1.5906661453160212e-05
442,26.91205379,-51.79179706,1.3245788435236603e-05
443,26.548001820000003,-51.79998862,8.130805566826704e-06
444,26.18394992,-51.8081791,4.9743879019830785e-06
445,25.81989803,-51.81636892,7.7091391393256e-08
446,25.45584613,-51.82455873,3.418228475274469e-06
447,25.091794380000003,-51.832748990000006,8.20620804146397e-06
448,24.727742560000003,-51.84094034,1.094418486080587e-05
449,24.36369081,-51.84913314,1.5983787235671195e-05
450,23.99963906,-51.85732806,1.9817048955859698e-05
451,23.63558724,-51.865525610000006,2.4062934085104493e-05
452,23.27153549,-51.873726350000005,2.758101081405845e-05
453,22.90748366,-51.88193075,3.234616069903506e-05
454,22.54343184,-51.890139440000006,3.572529722174784e-05
455,22.17937995,-51.89835287,4.003296473484975e-05
456,21.81532805,-51.90657161,4.400669174036921e-05
457,21.45127601,-51.91479619,4.832744470587604e-05
458,21.087223967,-51.923027180000005,5.163313720871022e-05
459,20.723171853,-51.931265020000005,5.6520860010401057e-05
460,20.359119593000003,-51.93951036,6.046617522803521e-05
461,19.995067333,-51.947763720000005,6.427369119700827e-05
462,19.631014854,-51.956025610000005,6.85961111744486e-05
463,19.266962303,-51.9642966,7.198849671003517e-05
464,18.902909679,-51.972577140000006,7.633606346650086e-05
465,18.538856836,-51.98086781,8.126145476851552e-05
466,18.17480392,-51.98916926,8.403820892409398e-05
467,17.810750858,-51.99748186,8.839829312435057e-05
468,17.446697578000002,-52.00580619,9.285870984361718e-05
469,17.082644153,-52.014142840000005,9.661501947259913e-05
470,16.718590508000002,-52.02249231,0.00010115112937472901
471,16.354536718,-52.030855200000005,0.00010475670788224446
472,15.990482709000002,-52.039231990000005,0.00010831251040650992
473,15.626428555,-52.04762315,0.00011303611734247776
474,15.262374109,-52.05602931,0.00011757171368061515
475,14.898319444,-52.06445107,0.00012028538483619488
476,14.534264561,-52.07288879,0.00012518498779922238
477,14.170209459,-52.08134312,0.00012901660177647495
478,13.806154066,-52.08981457,0.00013347651593339667
479,13.442098454,-52.098303730000005,0.00013676719299981935
480,13.078042477,-52.10681104,0.00014161733583188798
481,12.713986283,-52.11533714,0.0001450709674220221
482,12.349929796,-52.12388249,0.000149292153347616
483,11.985873018,-52.13244765,0.00015381446942007714
484,11.621815949,-52.14103322,0.0001564390116505456
485,11.257758516,-52.14963955,0.00016201633514387813
486,10.893700718000002,-52.158267380000005,0.00016588604115024908
487,10.529642701,-52.16691722,0.00016908741348710727
488,10.165584247,-52.1755895,0.00017347155724157392
489,9.801525429000002,-52.1842848,0.0001780065259478414
490,9.43746632,-52.19300372,0.00018167244461116125
491,9.073406773,-52.201746750000005,0.00018507663642888082
492,8.709346862,-52.21051434,0.00019056465125323512
493,8.345286513000001,-52.219307220000005,0.00019329048867037921
494,7.981225801000001,-52.22812575,0.00019818838176428717
495,7.617164724,-52.236970580000005,0.00020209314531235327
496,7.253103209000001,-52.24584223,0.0002053195997279525
497,6.889041185000001,-52.25474113,0.00021084701908456456
498,6.524978796000001,-52.26366801,0.0002135456730758788
499,6.1609159710000005,-52.27262323,0.00021805244276851347
500,5.7968526350000005,-52.281607390000005,0.00022236044847617523
501,5.432788861000001,-52.29062106,0.00022558623024479714
502,5.068724578,-52.299664670000006,0.00020102455777073615
503,4.704659858,-52.30873496,7.851523671377505e-05
504,4.340594992000001,-52.31781567,6.378247622254966e-05
505,3.976530053,-52.32688792,0.00020534802906884686
506,3.612465405000001,-52.335932920000005,0.00034590236680550755
507,3.2484011950000014,-52.34493202,0.0004892866435114969
508,2.884337786000001,-52.353866190000005,0.000629340798362983
509,2.520275251000001,-52.362716850000005,0.0007726681779821607
510,2.156213956,-52.371464980000006,0.0009126437640668357
511,1.792154118000001,-52.380092010000006,0.0010554858570283683
512,1.4280960280000006,-52.38857899,0.0011973274733145505
513,1.06403976,-52.39690711,0.0013389862252589423
514,0.699985680000001,-52.405057580000005,0.001480240377517267
515,0.3359339999999999,-52.41301167,0.0016220414461379329
516,-0.0281150499999984,-52.42075058,0.001764989702560674
517,-0.3921611899999995,-52.42825536,0.001905182846538195
518,-0.7562041999999991,-52.43550743,0.0020486529554914743
519,-1.12024392,-52.44248778,0.00218948439894766
520,-1.484280009999999,-52.44917775,0.0023319516646917006
521,-1.8483123,-52.45555847,0.0024739706306265794
522,-2.2123404399999984,-52.46161113,0.0026159020259598157
523,-2.5763643599999995,-52.46731694,0.0027573703563052426
524,-2.94038368,-52.472657170000005,0.002899943174423287
525,-3.304398189999999,-52.47761295,0.0030420887946658094
526,-3.66840768,-52.482165470000005,0.0031841116331958754
527,-4.03241199,-52.486295940000005,0.0032191342395663947
528,-4.39641179,-52.48999976,0.0026060985919103574
529,-4.760414569999998,-52.49335826,0.001751627760556637
530,-5.124430029999999,-52.49648475,0.0008954252199028538
531,-5.4884680800000005,-52.49949276,4.05715924188905e-05
532,-5.852538559999999,-52.50249566,0.0008152748327224053
533,-6.216651150000001,-52.505607000000005,0.0016701251222718358
534,-6.580815779999998,-52.50894028,0.002522947580593251
535,-6.945042189999999,-52.512608840000006,0.0033754379513671264
536,-7.30934031,-52.51672612,0.004227916516655228
537,-7.67371975,-52.521405730000005,0.005076972966925334
538,-8.038190489999998,-52.52676104,0.005925467166588425
539,-8.4027623,-52.532905590000006,0.006603809954876619
540,-8.76744305,-52.53993053,0.002648814037778991
541,-9.13218669,-52.547309250000005,0.006447679442639343
542,-9.49688747,-52.553829,0.01582743306344575
543,-9.861436479999998,-52.558241470000006,0.02524981798913565
544,-10.22572469,-52.559298430000005,0.03473580884033564
545,-10.58964323,-52.55575142,0.04428739687071506
