#,x_m,y_m,curvature,speeds
0,0.005939976088002452,-0.0054740462065749505,8.915598992421997e-05,14.99827503431466
1,0.02707385925002448,-0.005451967687674475,2.8285097491322447e-05,14.999452747677184
2,0.04820774630225022,-0.0054298765314003865,3.258574454562924e-05,14.999369539935339
3,0.06934163816795891,-0.005407797752159812,6.427748581981707e-05,14.998756376801229
4,0.09047553460876279,-0.005385756313346663,0.0002119837052606357,14.995898597304153
5,0.11160943622379527,-0.0053637959348212085,0.0001767885785250828,14.996579542981069
6,0.1327433478265394,-0.0053419289936169605,0.0003361966341247314,14.993495359561535
7,0.15387726073337027,-0.005320199573015507,0.00032583257028683064,14.993695880631362
8,0.17501118506339186,-0.005298625980336645,0.0004539506498942144,14.991217087101253
9,0.1961451195904158,-0.005277245815293095,0.0004569197793964383,14.991159641196486
10,0.21727905760876842,-0.005256078059979289,0.0005718271716250383,14.98893644442917
11,0.23841301181581087,-0.005235159726113342,0.0006065928262832187,14.988263808060433
12,0.25954696978916914,-0.005214516227290536,0.0006938466375305557,14.986575645207383
13,0.28068094002422583,-0.005194178697691513,0.0007284127248838182,14.985906870012228
14,0.30181492349875993,-0.005174171892812137,0.000835452931620907,14.983835885396047
15,0.3229489162014043,-0.00515453349567397,0.0008788808461125935,14.982995653995468
16,0.34408292276901065,-0.0051352884096056844,0.0009327159882497155,14.98195406640353
17,0.3652169435434375,-0.005116461580645198,0.0010090528859268341,14.980477121005578
18,0.386350974717682,-0.005098084425195272,0.0010718434178297786,14.979262266984115
19,0.40748502513292456,-0.0050801878955725075,0.0011602302206274377,14.977552183320723
20,0.42861908680204336,-0.005062803361692485,0.0011651920288555323,14.97745618361349
21,0.4497531642204568,-0.0050459496421291355,0.0013097910617983776,14.974658521110142
22,0.47088725375032936,-0.0050296704977163525,0.0013142341696420084,14.974572557075946
23,0.4920213641193493,-0.005013984363153572,0.0013995744654045949,14.972921416396645
24,0.5131554914613147,-0.004998922570853939,0.0014746090594015672,14.971469667613771
25,0.5342896362642161,-0.0049845164945109864,0.001510565820949721,14.97077398603501
26,0.5554237988118873,-0.004970791081898231,0.0016268150341865336,14.96852482808217
27,0.5765579797337527,-0.004957783791463945,0.0016290320722952294,14.968481933435788
28,0.5976921791698628,-0.0049455133147764665,0.0017549781565213076,14.966045163077702
29,0.6188264018693871,-0.004934016987056425,0.0017505162431658739,14.966131490955792
30,0.6399606439710299,-0.004923313791079034,0.001897357712405653,14.963290442408868
31,0.6610949059567006,-0.004913447364450542,0.0019006169510330394,14.963227383552168
32,0.6822291881428734,-0.004904436564982914,0.001994027493383486,14.961420101951228
33,0.7033634951906096,-0.004896312298505562,0.002032277634799013,14.960680048686637
34,0.724497823151473,-0.004889099896666503,0.002126088949730629,14.958865013047514
35,0.7456321768303079,-0.004882836521500332,0.0022117736582572337,14.957207208764341
36,0.7667665523632617,-0.004877553676870631,0.002198357136765716,14.957466787949198
37,0.7879009542133202,-0.004873263578774083,0.0023304044792830745,14.954911972115998
38,0.809035382981966,-0.004870010118521382,0.002405173470569056,14.953465362141664
39,0.830169834859847,-0.004867824541064861,0.0023937026747515564,14.953687295958849
40,0.8513043141974239,-0.004866719323048052,0.002532367547451974,14.95100444596331
41,0.8724388213934051,-0.004866719323048052,0.002323045245204063,14.955054356562265
42,0.8935733512141549,-0.004867756089326352,0.002102120076469084,14.95932875624556
43,0.9147078982535541,-0.0048697358759988586,0.0019358386459355492,14.962545923841631
44,0.9358424655211891,-0.004872577549508612,0.0017320054294934603,14.966489633111129
45,0.9569770476386743,-0.004876193623647903,0.0015384239173742659,14.970234995211936
46,0.978111639171949,-0.004880496785395057,0.0013437253128356077,14.974001970511054
47,0.999246243159716,-0.004885399554055911,0.001140978097557189,14.977924668127345
48,1.0203808456951513,-0.004890814784281277,0.0009761053275928094,14.981114581344364
49,1.041515454137335,-0.0048966610408937095,0.0007444220947993663,14.985597125105892
50,1.0626500587306544,-0.004902844879629601,0.0005808562989422521,14.988761751345688
51,1.0837846584206257,-0.004909285116973605,0.00037629563785433474,14.992719535015045
52,1.104919247713989,-0.004915894355914436,0.0001841519775847293,14.996437077951898
53,1.126053829648272,-0.004922585030032711,1.8977554106239104e-05,14.999632827478527
54,1.1471883946116446,-0.0049292699512700055,0.00018544697677244448,14.996412022662138
55,1.168322941433574,-0.004935867939582179,0.0004069068718777102,14.992127277239417
56,1.1894574688892348,-0.0049422853812975355,0.0006120880910622051,14.988157487181896
57,1.210591971541042,-0.004948434706218755,0.0007462023690007714,14.98556268084802
58,1.2317264483065709,-0.004954241163692905,0.0010086875130354569,14.980484190140254
59,1.2528608894012998,-0.004959604964054777,0.001165079272465599,14.977458365193256
60,1.2739953021854837,-0.004964444757852153,0.00136984017845591,14.973496707240347
61,1.295129676928894,-0.0049686731890473635,0.0015678609560171022,14.96966545544708
62,1.3162640083146935,-0.004972203026872755,0.001742821552704658,14.966280365720305
63,1.337398299408144,-0.004974952964585334,0.00193722078723084,14.962519182550231
64,1.3585325447148104,-0.0049768355194485855,0.002159887691991926,14.958211084235126
65,1.3796667346555034,-0.004977757413442542,0.002327912924997638,14.954960178026214
66,1.4008008764140545,-0.004977637130871336,0.002528266298756495,14.951083795800296
67,1.4219349603786335,-0.004976387483676551,0.002730162193901887,14.947177569292878
68,1.4430689851769003,-0.004973921037344457,0.0028968927105551237,14.943951712901507
69,1.4642029503914666,-0.004970156503542883,0.003120201566374789,14.939631194293064
70,1.4853368454543756,-0.00496500046230664,0.003315383468622273,14.935854868282183
