#,x_m,y_m,curvature,speeds
0,0.0020040566533219284,-0.0008890215427278722,5.704568395783853e-10,14.999999988962957
1,0.024446781553190744,-0.0008890215420032035,6.278481011999056e-10,14.999999987852567
2,0.046889506453156315,-0.0008890215415947668,6.852393660502881e-10,14.999999986742177
3,0.06933223135322841,-0.0008890215415066022,4.4641126374467454e-10,14.999999991362957
4,0.09177495625337023,-0.0008890215416498436,2.8572204113765377e-10,14.999999994471928
5,0.11421768115355757,-0.0008890215419355659,1.0799275651698328e-10,14.999999997910585
6,0.13666040605376617,-0.0008890215422748439,7.971517136389007e-11,14.999999998457692
7,0.1591031309539594,-0.0008890215425791052,2.0626550984309212e-10,14.999999996009231
8,0.18154585585412855,-0.0008890215427948551,1.496077060393134e-10,14.999999997105432
9,0.20398858075426868,-0.0008890215429329794,1.2001136205381082e-10,14.999999997678053
10,0.22643130565438974,-0.0008890215430112631,8.319823259011612e-11,14.999999998390303
11,0.2488740305545016,-0.0008890215430474912,4.8170173664178743e-11,14.999999999068017
12,0.27131675545460143,-0.0008890215430594487,1.3249582303695763e-11,14.99999999974365
13,0.29375948035470345,-0.0008890215430649208,2.3837429659991608e-11,14.9999999995388
14,0.3162022052548049,-0.0008890215430816923,5.3041383321727914e-11,14.99999999897377
15,0.3386449301549156,-0.0008890215431275483,1.0636113399145817e-10,14.999999997942155
16,0.3610876550550455,-0.0008890215432202739,9.033807920591119e-11,14.999999998252164
17,0.38353037995519174,-0.0008890215433776542,1.7901884600020523e-10,14.999999996536392
18,0.4059731048553643,-0.0008890215436174742,1.5365286028369684e-09,14.999999970271665
19,0.4059731048553643,-0.0008890215436174742,7.9869927785479e-08,14.999998454698503
20,0.417194467305437,-0.0008890215436174742,1.1794838503227523e-10,14.999999997717968
21,0.428415829755505,-0.0008890215436463042,1.7689568696548961e-10,14.99999999657747
22,0.4396371922055693,-0.0008890215436977447,1.392338656848698e-10,14.99999999730614
23,0.45085855465563085,-0.0008890215437655761,7.632195105905996e-11,14.999999998523343
24,0.4620799171056908,-0.0008890215438435786,3.285831033919446e-11,14.999999999364267
25,0.4733012795557501,-0.0008890215439255327,1.8413824989682992e-11,14.999999999643734
26,0.4845226420058097,-0.0008890215440052187,6.741389195066168e-11,14.999999998695694
27,0.4957440044558707,-0.0008890215440764171,1.1637564959230497e-10,14.999999997748397
28,0.5069653669059342,-0.000889021544132908,1.6787280546187524e-10,14.999999996752043
29,0.5181867293560011,-0.0008890215441684721,2.092974939682332e-10,14.999999995950569
30,0.5294080918060725,-0.0008890215441768897,2.884604329426157e-10,14.999999994418946
31,0.540629454256149,-0.0008890215441543539,1.1177783618963987e-10,14.999999997837353
32,0.5518508167062274,-0.0008890215441195724,1.5206655604380449e-10,14.999999997057857
33,0.5630721791563029,-0.0008890215441035198,3.9593982099498387e-10,14.999999992339465
34,0.57429354160637,-0.0008890215441372943,6.384205804716329e-10,14.999999987648014
35,0.5855149040564238,-0.0008890215442519942,9.064476331074867e-10,14.999999982462299
36,0.5967362665064593,-0.0008890215444786968,1.0726797461527282e-09,14.999999979246086
37,0.6079576289564765,-0.0008890215448159891,7.240362975279943e-11,14.999999998599154
38,0.619178991406492,-0.0008890215451642009,8.419866438091002e-10,14.999999983709474
39,0.630400353856525,-0.0008890215454051593,1.8150481470927696e-09,14.999999964882946
40,0.6416217163065953,-0.0008890215454206913,2.6393209072329126e-09,14.999999948935141
41,0.6528430787567221,-0.0008890215450926241,4.0000619115149416e-09,14.999999922607897
42,0.6640644412069232,-0.0008890215443117858,2.9348319518078273e-09,14.999999943217675
43,0.6752858036571754,-0.0008890215432225387,1.0438068630701706e-09,14.999999979804711
44,0.6865071661074078,-0.0008890215422516749,4.400530787833116e-09,14.999999914859735
45,0.6977285285575482,-0.0008890215418407878,8.036783293519943e-09,14.999999844506517
46,0.7089498910075238,-0.0008890215424314707,1.1176836367155479e-08,14.99999978375363
47,0.7201712534572617,-0.0008890215444653171,1.6022163757159322e-08,14.999999690007561
48,0.7313926159067214,-0.0008890215481895456,5.280689884412356e-09,14.999999897830659
49,0.7426139783560819,-0.0008890215525176583,8.37002717201195e-09,14.999999838059006
50,0.7538353408056139,-0.0008890215558033759,2.1470384404519748e-08,14.99999958459688
51,0.7650567032555886,-0.0008890215563984977,3.3954487784533087e-08,14.999999343057866
52,0.7762780657062776,-0.0008890215526548232,4.945396120370363e-08,14.999999043178297
53,0.7874994281579506,-0.0008890215429327849,5.309684009582655e-08,14.999998972696874
54,0.7987207906105245,-0.0008890215277376317,1.0490988780190292e-09,14.999999979702322
55,0.8099421530631011,-0.0008890215125245445,4.8045894824928714e-08,14.99999907042118
56,0.8211635155146686,-0.0008890215034447324,9.901597204492556e-08,14.99999808426608
57,0.8323848779642138,-0.0008890215066494044,1.4124206226478475e-07,14.999997267287247
58,0.8436062404107245,-0.0008890215282897698,2.1447083521315515e-07,14.999995850476994
59,0.854827602853323,-0.0008890215736982602,1.3341835862606716e-07,14.999997418658122
60,0.8660489652935816,-0.0008890216333245828,7.066898124944138e-08,14.999998632715897
61,0.8772703277352067,-0.0008890216846464668,2.4644635168780117e-07,14.999995231823455
62,0.8884916901819775,-0.0008890217047072763,4.331260924597239e-07,14.999991619994937
63,0.8997130526376724,-0.0008890216705503756,6.045063013590759e-07,14.999988304177574
64,0.9109344151060702,-0.0008890215592191286,8.261822800774989e-07,14.999984015251425
65,0.9221557775886492,-0.000889021361731229,1.9610225008976437e-07,14.999996205867351
66,0.9333771400750847,-0.0008890211408133257,4.941589013407712e-07,14.99999043914886
